Population,Individual,Travel Time Mean,Travel Time Std
1,62,527.9826964671954,487.3602818298287
1,63,490.3086120996441,435.94652935296386
1,64,476.77824267782427,407.133432471277
1,65,423.6831098942598,343.23516099303504
1,66,544.8580759437617,574.1534186343005
1,67,511.68053993250845,469.1301964504885
1,68,486.9642107472712,498.01091326484425
1,69,520.7454919639357,474.23299232721655
1,70,406.56452144437645,295.7984614677103
1,71,526.3651935941617,487.81044798688066
1,72,525.3505531204341,520.148414137053
1,73,443.9142857142857,400.91091491340745
1,74,505.3386285150469,432.54399661889255
1,75,489.0156287685109,499.4758261986674
1,76,484.79634544712127,462.32750468837656
1,77,410.72354578478087,336.10309443264015
1,78,482.2737940653104,496.8608896156
1,79,438.7346850733391,386.0130718939298
1,80,398.0886625165063,314.15769888339116
1,81,398.0886625165063,314.15769888339116
1,82,473.18547266542095,508.0182780114314
1,83,419.4169274537696,325.2689802011924
1,84,520.6070841889117,497.8609972866109
1,85,465.22426105462284,372.189673569861
1,86,510.8906808206594,441.09961998320426
1,87,471.67962598425197,440.33251195086933
1,88,491.48928427011725,432.2089193036278
1,89,504.55312238570934,487.98119353017205
1,90,495.804344725959,428.5879383404868
1,91,443.7047677550442,377.72352726950885
1,92,442.3441318556408,362.0526486191851
1,93,421.0360526814478,387.9693479759934
1,94,432.29281715532784,384.3256510194533
1,95,404.765864952984,313.1350666252901
1,96,427.9585349653667,410.5425344414552
1,97,488.51328113742255,489.7562946616483
1,98,438.7127604043088,365.8818179280048
1,99,447.893165824399,391.00104856060443
2,0,420.36574512402956,360.8447734065829
2,1,443.50917801071955,434.28954320957115
2,2,462.6317619047619,475.75935290532726
2,3,382.60139235147466,286.71769094478566
2,4,461.3242325714832,504.8116599387198
2,5,403.71457547169814,361.93118807414646
2,6,460.2812752219532,414.3697879999102
2,7,457.4069066932309,363.3255110104668
2,8,415.6636496488003,340.87473053004715
2,9,439.71152472985193,367.0950423481925
2,10,445.9646311675623,400.70947525118544
2,11,429.11614126570277,359.7065951292373
2,12,417.9020908917319,318.2357532748672
2,13,410.72354578478087,336.10309443264015
2,14,485.1946159295618,458.4520699601217
2,15,493.4168165249089,550.8336519720885
2,16,492.06150572499746,449.4634638956116
2,17,526.642733475914,492.65712327651
2,18,485.2707695347229,423.2590046372206
2,19,496.53140471798855,387.4671338784671
2,20,475.03465107287843,537.5134700929582
2,21,494.53833115405104,579.1995763571545
2,22,449.9287410926366,375.6393073434349
2,23,498.85281594735824,455.12079408710355
2,24,484.04911295980753,446.6731155996786
2,25,486.57486657939785,476.0738455565359
2,26,447.7285829805451,408.3813726657181
2,27,456.119768498589,433.6177402667207
2,28,525.6356066195847,489.28789045744423
2,29,435.69946442959383,415.4617232611682
2,30,536.5150288432345,507.6147816242655
2,31,486.89903467297086,405.3221937225353
2,32,465.45989777865145,392.67286296440034
2,33,441.3037566914586,397.48139502661206
2,34,443.04431279620854,435.4790535098729
2,35,449.76439891766523,364.40043257570477
2,36,469.3325715373994,442.56784150943867
2,37,410.22710951526034,366.6850289868204
2,38,404.61410358940583,316.5617853599992
2,39,532.2483935841468,588.5027820728836
2,40,506.0471060414026,473.8563323635438
2,41,376.0265882352941,268.9252232807387
2,42,505.71875,434.6242493477628
2,43,500.4908474576271,577.1857379689645
2,44,410.6678968535604,350.0416209642608
2,45,453.9425939050319,431.2874602718512
2,46,446.3610120321491,339.26732303126323
2,47,460.5226218097448,450.07640224343004
2,48,467.38582904420605,440.23140740006056
2,49,515.1306765523633,465.2917776906399
2,50,430.80847953216374,352.706271401348
2,51,395.3378200301205,305.19429261800286
2,52,494.12525755905887,520.8440974928856
2,53,495.9334444179957,449.4596393299277
2,54,385.15575004705437,278.53140483871783
2,55,461.6762799122891,458.14284784882454
2,56,474.8800039932115,443.05732375152
2,57,468.3827822175432,470.9120706259669
2,58,473.1186057928326,416.16280691340785
2,59,541.8539619485679,452.1281088151561
2,60,410.6030328798186,347.21176287774745
2,61,461.5202206764212,510.7222322356209
2,62,475.54947097512155,431.99033321486917
2,63,477.3428952000381,417.747004813904
2,64,471.3080098280098,379.20964007397265
2,65,382.7258102450727,285.787065654369
2,66,516.9604050681513,507.2901348105328
2,67,528.1054175835691,515.0073926426401
2,68,583.1198958333333,527.985373554504
2,69,505.6991529747933,457.99803061904146
2,70,513.0516959738637,518.2306901899836
2,71,469.6294187993303,418.9995275309416
2,72,492.20782500953106,489.16909692726483
2,73,483.85884108191357,489.15083626522284
2,74,477.13392558628266,445.293544269419
2,75,378.9378289473684,269.66424845729625
2,76,500.3497586872587,488.1701356956168
2,77,429.2428415921246,378.89345072926176
2,78,435.44039217543695,355.02959712684714
2,79,500.56124829865837,635.4838535838774
2,80,487.3880039331367,454.34214351769276
2,81,481.0757546625649,528.874242756764
2,82,423.4838694440508,348.9270777402375
2,83,466.7993918038326,529.1256346679372
2,84,478.2193949108395,434.9158396404306
2,85,462.8224384165628,449.30651523660526
2,86,476.52285461515777,391.74504775103685
2,87,421.94889607917776,326.7283907710774
2,88,465.066917150195,417.550299466758
2,89,569.6096310955498,699.5689436002378
2,90,540.715184665279,496.5886678688327
2,91,551.6118828809575,499.2628813578196
2,92,467.9437775774541,422.7122845310941
2,93,550.6832483826701,684.9195124775972
2,94,577.3100986773043,541.3689948799351
2,95,433.65155820782417,422.0700388783268
2,96,440.72496277438876,444.93708522139923
2,97,552.3629358885706,538.1197415313598
2,98,491.6715533980583,455.4325934442696
2,99,421.5329021903323,339.78466661836944
3,0,490.48791923831396,476.3908744508197
3,1,376.0265882352941,268.9252232807387
3,2,386.61674339941743,290.93409934911745
3,3,414.6272684532205,357.1203592110936
3,4,426.44770013794414,508.0188020925656
3,5,449.36877517176026,465.15390115164064
3,6,452.7689674843126,384.6908821186487
3,7,439.33921392423025,375.8388368062086
3,8,546.6718684541265,524.6185512498055
3,9,553.2221980886186,576.4891455578272
3,10,412.69472889434195,316.4497554853572
3,11,525.1222267043163,485.9445713744409
3,12,459.344262295082,360.8192586549908
3,13,460.67212649119483,445.3254770318673
3,14,408.4612987012987,322.55375470910866
3,15,448.23241779129444,499.44258665990753
3,16,444.88915194848244,359.2422060627402
3,17,424.1071394799054,355.43680696534244
3,18,433.24051596934646,353.32236645745746
3,19,464.09668534523695,489.48792204810667
3,20,449.3492206377031,413.9602834327908
3,21,491.11943737698624,534.237390853885
3,22,391.09933962264154,315.3000730653826
3,23,407.93939823343254,342.55495456782177
3,24,417.9020908917319,318.2357532748672
3,25,417.9020908917319,318.2357532748672
3,26,510.74175597691675,467.0958890233418
3,27,518.7297325424082,471.6557798224929
3,28,477.22252693437804,395.666786225132
3,29,499.84996056782336,403.12270120636526
3,30,449.76224582992836,419.60103744372026
3,31,471.3849187265557,435.35558123853053
3,32,458.491359504545,423.5989126020348
3,33,472.09999043153766,364.387883792202
3,34,422.207007271697,315.62994171004607
3,35,558.4160788381743,476.81778295692857
3,36,426.23902322240843,390.12641455592643
3,37,401.2587425770572,353.21224774219985
3,38,463.6383375908823,365.5366160287627
3,39,458.29322937228585,363.1873947110732
3,40,454.63046477332193,434.5594175941194
3,41,405.08283437838855,305.2548379990454
3,42,464.84058176994506,447.5914320445425
3,43,458.04500876486475,376.4969717502829
3,44,433.40017900885624,366.16243903993796
3,45,496.75568696647434,497.6528664413974
3,46,387.88585806330246,288.72963942611767
3,47,414.1989262503532,347.58983785738553
3,48,452.8291919575114,383.0460945420071
3,49,470.4766819199688,384.03292784156935
3,50,526.374703863076,523.7869392471648
3,51,500.95758996839635,442.09564821795266
3,52,414.346173794144,428.2579903887847
3,53,434.8731993934799,413.98156103762614
3,54,382.4702420190225,264.7473438463295
3,55,431.33287482806054,419.3320600119108
3,56,375.9305457456326,254.43328679951458
3,57,495.26267143709003,417.0659399741994
3,58,405.6304963200604,360.06764687337323
3,59,470.5974758875436,488.77963951488397
3,60,519.8032617671346,509.9991895179163
3,61,438.6685334099177,387.08034483297513
3,62,509.18293568213716,578.2555783890958
3,63,410.07955618508026,354.7556326174894
3,64,445.1861016306409,358.47135364542805
3,65,417.6489431968296,335.3594933085069
3,66,488.58076225045374,440.82674555592945
3,67,523.3762215783529,531.4383290442048
3,68,488.6595141502517,464.3710237873368
3,69,482.8571291820227,422.37796995262136
3,70,444.03243948980617,445.4387282138289
3,71,499.2203333174156,517.5116348645176
3,72,421.42793343362166,338.32888697487294
3,73,462.8314453125,386.6585694429807
3,74,416.02696576151124,325.74565748396395
3,75,442.47460686968503,424.34535176057295
3,76,447.6344393029438,399.8448258716435
3,77,509.3861915817099,473.5476636706623
3,78,401.7913018921209,285.62189124304297
3,79,455.5019226204605,404.1673844267109
3,80,538.8371677697237,491.8228966800065
3,81,571.1913887383615,566.2803063515294
3,82,377.6320323901888,297.0327078706845
3,83,523.3665258499296,481.32992773576643
3,84,480.34004399387914,498.91801661815686
3,85,520.8652691564058,516.3679450227618
3,86,578.6943557498649,624.0814149068691
3,87,500.2174206291853,505.1597069411052
3,88,488.6733128834356,448.7106798581681
3,89,453.0015558698727,366.8546655508539
3,90,538.3713054804127,636.893920318834
3,91,423.5687322611164,345.19209404956644
3,92,465.70994608126324,448.28587514366194
3,93,412.84364666981577,327.71500664030395
3,94,462.46635367762127,406.5342678755714
3,95,445.0551740468861,329.2987533986783
3,96,401.7073021260548,340.9052347649251
3,97,398.25232366124084,300.3464865967238
3,98,510.07341288782817,493.8171866177726
3,99,418.10134163871584,365.6365506106113
4,0,420.24697485346945,363.83842373965234
4,1,384.47506931716714,277.71245615762774
4,2,400.4112317130722,329.6546326177807
4,3,390.1200056606444,299.3275455307258
4,4,430.3617141778365,368.69277465577574
4,5,434.3097992916175,340.65527879554463
4,6,398.25232366124084,300.3464865967238
4,7,398.25232366124084,300.3464865967238
4,8,375.9305457456326,254.43328679951458
4,9,427.7480977361879,359.0019328573435
4,10,421.0163825126202,427.88197818351085
4,11,421.3982547169811,381.43177859660443
4,12,488.4610020918418,415.92840769889864
4,13,449.91238599310054,353.1096732707635
4,14,480.50597057699656,444.9761752977539
4,15,433.3671388915478,387.50327854287394
4,16,430.2107010349541,368.68141355505514
4,17,430.54034160611496,336.4550992086763
4,18,465.7312266231898,404.49796435935895
4,19,440.2063883228283,417.97988585099785
4,20,484.40386123088985,395.77955624699484
4,21,468.57827102803736,382.8301370716283
4,22,440.0398710055702,386.56881789114954
4,23,497.4475787041494,459.3136869103839
4,24,474.1560942234386,401.1546697672791
4,25,486.9599595551062,410.83090483856444
4,26,377.6878789303003,255.80640946646258
4,27,446.09472509341487,397.88441392824586
4,28,459.5574011674814,368.99292984462585
4,29,476.2257665795103,381.04035291649313
4,30,370.27561538099496,259.01915248380783
4,31,367.6190005181103,262.9537503433111
4,32,465.7747960287034,381.1991938946121
4,33,477.8550155614077,448.47177040237335
4,34,445.0534211665144,377.9860266519653
4,35,533.7732672244603,441.72684950960803
4,36,408.05559219824744,312.6857981840534
4,37,413.81362413255914,330.52525966696567
4,38,370.84183529411763,259.03518029600656
4,39,408.67526698799736,311.7048159401043
4,40,437.40893736125855,357.2917282131665
4,41,405.94022891055533,313.19434164880954
4,42,409.63275609871187,316.4272552094948
4,43,436.408414208989,340.0864356058439
4,44,415.6396451658567,409.3012514196942
4,45,437.19851964319605,497.2829384817074
4,46,393.3052239158133,314.77397009465193
4,47,398.81810901210724,317.7835530939138
4,48,490.48791923831396,476.3908744508197
4,49,490.48791923831396,476.3908744508197
4,50,521.7525321081758,497.5720960415936
4,51,442.6190894880813,388.6953295142574
4,52,391.81905973242885,297.85655288746653
4,53,420.4755105900151,399.6326732281333
4,54,491.0931046049164,493.8363192653877
4,55,400.62867386894374,317.4287393886947
4,56,507.3673350487935,510.5675889060499
4,57,514.2044877019706,549.8014233029255
4,58,425.8008584547814,431.3687838976799
4,59,479.5031911660419,487.96196439905043
4,60,432.9850724914155,461.8826484084312
4,61,430.5125951131906,395.2721506562631
4,62,484.07659783677485,460.3353413358793
4,63,384.96186081551934,319.7103971861069
4,64,386.94342111461816,312.36055461737834
4,65,479.85812619502866,455.81854160810036
4,66,396.62166878920806,289.4880046966211
4,67,486.77217526474305,394.02286993223044
4,68,480.0475952903612,454.4547119814821
4,69,614.9472989327759,544.0141147048947
4,70,406.28855228388073,312.2093025045002
4,71,499.2504316132745,539.4138812890898
4,72,517.0399631109744,494.97428646148666
4,73,525.8770628786297,495.48492201975733
4,74,467.4710645862137,407.88166518850875
4,75,490.4953649492584,517.6458317623059
4,76,487.9970705469913,440.9275415569849
4,77,421.5157899698341,327.6619466429176
4,78,548.5226537216829,550.6146735982429
4,79,393.97277309340996,362.04494876652586
4,80,415.6848900449279,327.6167244764074
4,81,414.6066764109576,306.76722750810217
4,82,487.49266001174396,394.4823064110654
4,83,465.09035054296055,475.0524122854482
4,84,446.0170834717411,415.92805611045077
4,85,399.1854354709135,329.67728171282647
4,86,442.2505086831023,381.57837826783623
4,87,455.5545546025205,449.6920685282062
4,88,507.07380462355815,485.07570796122997
4,89,508.17957249445453,464.90952346798707
4,90,412.45691770479425,320.87736966929657
4,91,466.0722287161504,428.61342846898754
4,92,605.2542003054767,559.0356521029767
4,93,485.98752357464093,438.36272311228146
4,94,457.9964910616909,477.7052464805796
4,95,482.76813621454755,553.9443406608661
4,96,432.25046408681993,489.4357269968787
4,97,565.5263213087248,524.0433437330161
4,98,489.0916232889917,513.427697556423
4,99,471.0270385858202,422.01410165601476
5,0,431.2453883265538,391.31270645308894
5,1,481.9231738035264,619.2923790688841
5,2,399.654085383093,304.786570302953
5,3,395.8762896311302,312.89999082093146
5,4,427.7149431899899,339.1858265490909
5,5,431.5157056694813,353.1822929042798
5,6,367.6190005181103,262.9537503433111
5,7,493.96701544593924,492.4002301531946
5,8,603.21006362059,629.0367506005264
5,9,504.87657882926203,481.5016277142337
5,10,528.6356889319135,456.4106624187694
5,11,521.3160990712074,438.1372134749971
5,12,389.88071101890705,298.01935770044986
5,13,427.9142329720263,400.8018785047641
5,14,411.34175284754326,364.62926199531995
5,15,446.95975423890263,476.6156264455527
5,16,471.6088615782665,503.0943530378775
5,17,395.07025959367945,299.316233802211
5,18,509.0255274058376,451.60903679077455
5,19,497.729511332122,402.89822163130674
5,20,498.3255883229074,429.68872142357503
5,21,442.11064676616917,433.3177500788683
5,22,425.51172667641924,364.8540896906596
5,23,485.4941137377765,471.2171245368316
5,24,432.0445492662474,414.6363620318448
5,25,455.3696822447716,471.5895896269684
5,26,412.55391000848977,356.0333104940382
5,27,436.2316961488408,434.5863614953356
5,28,462.0379385100512,399.0894556535939
5,29,504.15280176549606,511.55682308365846
5,30,389.7815058823529,287.8840351932425
5,31,481.8574108818011,469.68697531717595
5,32,377.9287559291786,272.93333733287153
5,33,447.03385917660637,387.5857072466257
5,34,469.82892628205127,469.1815662704725
5,35,575.4949989128071,581.1866776333823
5,36,469.07945982972893,403.993272458906
5,37,415.1975672336786,362.3799162117579
5,38,436.48930329420676,419.2414451380019
5,39,400.0867022029341,317.67699384824977
5,40,446.14463592462835,407.8220568935385
5,41,457.52931962799806,416.49441220245205
5,42,441.76484549295105,398.9348017890187
5,43,503.26324344999045,462.99118767352076
5,44,483.3100893753286,409.41381842670745
5,45,478.8775304663108,397.8922037042975
5,46,411.08045977011494,337.01498805416173
5,47,488.29905277401895,476.9062784229493
5,48,428.7130571129906,432.49786542750627
5,49,466.2643621236133,430.113988067729
5,50,430.1159118842772,351.5581676060933
5,51,407.17706265948397,322.70491904206324
5,52,472.12000572819704,532.8317058200272
5,53,413.21906645942255,294.44550951999094
5,54,429.4601669195751,380.3460033344322
5,55,476.47067282999484,455.1294668272224
5,56,456.28740663209476,437.9422578688839
5,57,401.60035825398325,305.3080130521458
5,58,452.4046857851792,396.61793776930796
5,59,439.09675438182074,346.87211787892335
5,60,587.8245853453706,510.0672546132022
5,61,446.49405405405406,395.43898828212326
5,62,657.2177943655189,651.7377514601283
5,63,480.08802529579765,500.2396501396353
5,64,537.9075810067251,444.9981405996527
5,65,411.0024494794856,300.4960326684386
5,66,484.0838800847885,456.84231536700594
5,67,443.24987008078614,371.4920329998687
5,68,509.9583203732504,438.0720638791659
5,69,519.3362668849775,435.007780197174
5,70,370.77633985089324,262.28843815940246
5,71,473.71500450942233,498.8957103819614
5,72,472.2542609389016,426.8595801947768
5,73,481.0574600701208,380.34650079113266
5,74,484.9909493455306,480.6835014829979
5,75,477.2759373516849,450.20850328065734
5,76,398.0790891051687,298.88901166297114
5,77,370.3707933822147,273.02152832012223
5,78,434.74520781932057,378.13619461012473
5,79,432.6126545454545,438.63188053086645
5,80,491.75551921504496,472.3073401386553
5,81,488.98106961828904,498.6683599234663
5,82,450.98684272800415,410.9500635969398
5,83,528.3141531544459,525.0429559051437
5,84,409.4461129062916,373.998012428308
5,85,532.6230111376293,622.7092232605945
5,86,479.29020527297956,453.5460860804665
5,87,446.6490693578331,457.8540769018816
5,88,460.0432345115926,453.0649747805389
5,89,397.859508421003,328.041506470238
5,90,492.24399038461536,512.9114185755965
5,91,537.6973380842591,517.1365144595176
5,92,574.4161104140527,695.8746381508012
5,93,503.74575213593164,515.6862984106591
5,94,405.3722227474709,354.95364947270906
5,95,389.2487735849057,329.9476878182496
5,96,547.4926599261132,533.1376947559507
5,97,550.756402679275,603.5938583694262
5,98,582.6205589254766,560.5414732778527
5,99,573.4678336765716,628.2090291917892
6,0,373.83729355855644,287.9730410539075
6,1,384.19188870549397,276.68546954022963
6,2,402.66437096089436,315.89926500307325
6,3,505.97076301402427,510.2085851234708
6,4,367.6190005181103,262.9537503433111
6,5,443.8523639819434,399.80690185270834
6,6,512.7607223476298,509.09551760953923
6,7,483.4667996011964,419.89672903615354
6,8,557.106801219384,528.2627931514663
6,9,436.4698069351549,371.5713509801639
6,10,470.1290493381468,545.6558676688805
6,11,429.77095024758313,350.78595813229794
6,12,541.3527503389503,595.4064054763332
6,13,508.1053143858283,558.7331682167334
6,14,390.6225747061323,301.2106185571263
6,15,447.51520182137267,386.4185820897508
6,16,445.0516617465003,391.09767980687286
6,17,522.3733752114038,455.27951445849584
6,18,434.66007040243557,502.9965826115323
6,19,588.9250818007447,617.7356409940948
6,20,406.3214470771115,319.4539859548688
6,21,506.3021993853246,479.2537327755881
6,22,457.59521416606844,372.760686404314
6,23,482.2590058361843,446.2916587263533
6,24,435.602795657604,447.4204446656393
6,25,488.32752395166335,526.1323082273647
6,26,486.7486182190379,456.1525269030475
6,27,467.2886460807601,437.38080519148116
6,28,439.23709197411307,351.8463433899244
6,29,524.638450088827,559.1928186398313
6,30,368.57273795534667,276.0191478386684
6,31,448.10982549317146,362.02038634734
6,32,391.0717478240414,304.2860410948915
6,33,413.70239947202185,356.82061728258
6,34,447.43316796598157,385.46727821053923
6,35,410.5727234102818,338.95760212915354
6,36,508.2545003103662,546.8569477445958
6,37,415.28348097967694,362.0007274553264
6,38,428.4534961366021,490.95711967412274
6,39,389.63381610605273,300.47500534665465
6,40,477.7026718646002,407.6943483573282
6,41,486.104750546611,409.8190819662279
6,42,475.031112883925,403.4338762798601
6,43,499.14459014783165,568.4754367609996
6,44,426.0756649125302,407.2162700122492
6,45,428.354380463702,380.85733641741814
6,46,525.8771912879703,579.6196811500816
6,47,376.7069492082883,267.89244122222766
6,48,460.71384462151394,440.73903582139474
6,49,442.0591727216603,400.969819721665
6,50,526.6412875270814,493.1708585201101
6,51,511.4789473684211,464.3123062933075
6,52,427.7522648579424,364.22401277799275
6,53,422.98551066641494,362.4293900850507
6,54,556.7277587052477,694.4683277540349
6,55,458.8859461768475,398.8252702977134
6,56,435.5469209602429,439.1815085282094
6,57,553.3553895410886,593.605814678359
6,58,389.63345396437467,294.5364426447874
6,59,382.6680923062462,280.71771647493006
6,60,469.0050162430728,527.0137875973091
6,61,503.43732550303264,438.3831723618525
6,62,402.97625790616445,350.8656076710246
6,63,395.0524682651622,291.1190864472951
6,64,395.7155572388978,307.71124908670635
6,65,505.61458990153756,642.6034652403401
6,66,388.14494057483785,350.2157982215665
6,67,383.1686911487759,333.56596363965537
6,68,491.60042192069807,502.1901728850879
6,69,496.6904395942207,453.8603432456102
6,70,534.715532843607,530.50276978291
6,71,497.51415797317435,434.9228096980854
6,72,408.43340889770474,373.54838980784245
6,73,392.17449474725584,289.07966546103165
6,74,509.63596830305374,592.8390633014088
6,75,438.1696180721738,456.56182301269666
6,76,412.0551766310739,327.3989377752509
6,77,555.7479920725983,477.66092932481627
6,78,495.11117824773413,448.1787438410461
6,79,465.29060034635364,446.62556067806526
6,80,395.8700028352708,331.7080960792591
6,81,381.8973853447871,288.91777760763165
6,82,374.47837329572167,278.9497243824376
6,83,393.24997649271273,302.5078208219394
6,84,536.3570821830538,569.0031116835902
6,85,556.0611705058966,578.7513211269602
6,86,558.2403931640818,748.2916007264779
6,87,549.9778346960891,716.7176558508481
6,88,501.7580396588924,483.6562579494156
6,89,459.56871832005794,375.93876837003086
6,90,522.9095562315902,529.8670002778325
6,91,452.97995154164096,377.88425329181354
6,92,509.0255274058376,451.60903679077455
6,93,509.0255274058376,451.60903679077455
6,94,395.34067540798037,322.69200500831965
6,95,512.6369748723989,620.4199390340683
6,96,442.66633470858824,411.6625013299529
6,97,373.1441008988658,281.47196999579705
6,98,419.32382901751714,512.850296479364
6,99,458.7926075075507,524.8832301874339
